,OLTV,DTI,CSCORE_B,PURPOSE,PROP,LOSS_GIVEN_DEFAULT,UNRATE,CURR_HPI,MORTGAGE30US,MTM_LTV,INT_DIFF,LOG_OUPB
6667,65,50.0,665.0,R,SF,0.0,5.8,319.53,3.87,43.44158607132325,2.13,11.314474526246391
6668,75,28.0,699.0,C,SF,1.0,6.3,333.62,6.1,56.69798911850904,0.4000000000000003,10.87804719253426
6669,95,28.0,645.0,P,SF,0.3844475583102051,8.6,334.88666666666666,6.2,72.34503972386456,0.9249999999999998,11.407564949312402
6670,95,40.0,683.0,P,SF,0.0985448678209036,6.3,333.62,6.1,71.35109653338635,-0.0999999999999996,11.27720313144916
6671,86,45.0,671.0,R,SF,0.0,9.4,298.14666666666665,3.34,34.14688094046172,2.035,11.911701584927597
6672,80,35.0,670.0,C,SF,0.060905966003533,5.0,309.6033333333333,6.23,55.99866956643446,-0.8550000000000004,11.002099841204238
6673,80,48.0,732.0,C,SF,0.2060806819872158,10.8,312.94666666666666,5.0,61.3870433181233,0.75,11.711776323715394
6674,90,25.0,757.0,R,SF,0.0,5.6,301.12333333333333,5.71,77.43073983988249,-0.3349999999999999,11.48246625748552
6675,84,34.0,677.0,R,SF,0.0,5.6,294.7266666666667,5.62,75.86675005336866,0.7549999999999999,11.472103470449973
6676,95,50.0,745.0,P,MH,0.3811631511809826,10.9,320.12,4.94,72.93808841067691,1.3099999999999996,11.542484267211773
6677,95,43.0,792.0,P,SF,0.0,5.2,333.89666666666665,6.68,72.21326589307014,-0.9299999999999996,11.350406535472453
6678,67,56.0,660.0,R,SF,0.2038686175639098,8.8,298.97,3.52,41.7997372437915,2.855,11.03488966402723
6680,95,28.0,671.0,R,SF,0.0154378436631332,5.0,311.00666666666666,6.24,78.07033932305848,-0.9900000000000002,11.461632170582678
6681,95,28.0,748.0,R,SF,0.0,6.1,308.4433333333333,4.14,74.2222695117679,1.3600000000000003,12.111761966058932
6682,74,40.0,792.0,P,MH,1.0,9.7,297.79,3.91,49.56902972686671,2.34,10.915088464214607
6683,73,43.0,614.0,R,SF,0.0,11.2,323.95,5.32,54.263283886711605,0.1799999999999997,11.931635799828413
6684,80,51.0,711.0,R,SF,0.1802102878155195,10.8,312.94666666666666,5.0,61.05388512926444,0.875,11.37366339763672
6685,62,58.0,654.0,C,SF,0.1800075721142597,11.1,316.58666666666664,4.71,47.560533485985935,1.04,12.4529327234617
6686,80,25.0,574.0,P,SF,0.0,5.8,276.3533333333333,6.28,77.64610345496146,-0.4050000000000002,11.589886506106357
6687,85,39.0,743.0,R,SF,0.0912851286429911,5.6,296.93,5.62,74.6746334054042,0.2549999999999999,11.350406535472453
6688,70,55.0,672.0,C,SF,0.6310750446658778,10.4,313.75666666666666,4.49,39.26078996087263,1.2599999999999998,11.127262984158243
6689,95,42.0,638.0,P,SF,0.0,5.6,296.93,5.62,84.1518760702298,0.3799999999999999,11.813030057420567
6690,73,51.0,656.0,C,SF,0.0,5.7,289.05,5.79,66.56136823498059,0.4599999999999999,11.719939634354555
6691,91,25.0,694.0,R,SF,0.0,6.3,333.62,6.1,67.22411022397951,-0.5999999999999996,11.711776323715394
6692,56,29.0,817.0,C,SF,0.0,10.4,313.75666666666666,4.49,39.16964160081592,1.5099999999999998,11.385092093460344
6693,83,43.0,696.0,R,SF,0.3271425391884806,5.0,332.6166666666667,6.53,64.51067196457309,-0.0300000000000002,11.141861783579396
6694,89,48.0,578.0,P,SF,0.0091198538211861,11.0,312.25,5.08,69.39724425878815,1.17,11.522875795823397
6696,64,39.0,736.0,P,SF,0.0281887384884669,9.4,297.95,3.34,49.26420400469877,2.91,10.778956289890028
6697,67,13.0,579.0,C,SF,0.0,6.1,273.59333333333336,5.59,64.96230821367257,0.6600000000000001,11.385092093460344
6698,95,23.0,694.0,P,CO,0.0,5.7,283.5233333333333,5.7,87.90483454127477,0.0499999999999998,11.820410164718188
6699,80,21.0,605.0,P,SF,0.0,6.4,269.8933333333333,5.98,79.68469625903921,0.2699999999999996,11.571194373094205
6700,88,46.0,773.0,R,PU,0.0275414771776636,11.0,312.25,5.08,67.40697227273017,0.2949999999999999,11.77528972943772
6701,80,33.0,699.0,C,SF,0.5415578503279889,5.1,326.91333333333336,6.11,54.56143545973053,-1.4850000000000003,11.112447898373103
6702,82,26.0,745.0,R,SF,0.1881866874141336,11.0,312.25,5.08,67.8775163646852,0.5449999999999999,11.571194373094205
6703,77,31.0,642.0,R,MH,1.0,5.2,338.43,6.07,53.89211051973721,-0.1950000000000002,11.512925464970229
6704,80,37.0,723.0,C,PU,0.0,4.4,358.46,3.85,48.07816517315656,1.15,12.483704382128453
6705,94,31.0,617.0,P,SF,0.2347541034810149,11.4,331.68,4.78,69.85941983406165,1.0599999999999996,11.350406535472453
6706,95,53.0,765.0,P,SF,0.0,5.1,339.33,3.43,58.80334779565615,3.07,10.985292722887856
6707,90,20.0,660.0,P,SF,0.577792193933916,10.2,299.91,4.71,70.62299716534427,1.29,11.635143097694478
6708,66,43.0,790.0,P,SF,0.0,6.3,305.04,4.41,35.185161411418164,0.965,12.206072645530174
6709,50,41.0,724.0,C,MH,1.0,10.9,321.39666666666665,5.08,38.59713216767442,1.795,10.596634733096073
6710,65,36.0,675.0,C,MH,0.9290288879136284,10.3,300.89,4.6,42.66117280434711,2.4000000000000004,10.819778284410283
6711,67,17.0,714.0,R,SF,0.1970146548644613,10.2,337.42,5.01,49.546928549211664,1.4900000000000002,11.429543856031177
6712,97,52.0,588.0,R,SF,0.4204494130089998,5.4,304.88,6.31,82.78941069617044,-0.4349999999999996,11.918390573078392
6713,95,34.0,688.0,R,SF,0.4327740549545584,10.9,320.12,4.94,70.83228204520643,1.3099999999999996,11.018629143155449
6714,79,27.0,651.0,R,MH,0.3935623252098709,11.0,318.3533333333333,4.98,60.70612655054933,1.0199999999999996,11.127262984158243
6715,90,35.0,688.0,C,SF,0.2091344967793846,5.8,286.51,5.77,81.64431571422443,0.8550000000000004,11.782952602183288
6716,90,38.0,698.0,P,SF,0.6777924017295813,11.2,333.59333333333336,5.15,67.08943395223154,1.4749999999999996,10.799575577092764
6717,95,8.0,676.0,P,CO,0.7083338559005357,11.2,323.95,5.32,81.22975769578758,0.6799999999999997,10.668955394675699
6718,95,42.0,641.0,R,SF,0.0,5.0,332.6166666666667,6.53,72.6301677202814,-0.7800000000000002,12.133501952695338
6719,74,34.0,685.0,R,SF,0.7712081536343468,6.1,333.68333333333334,6.35,55.66584387851939,-0.0999999999999996,11.49272275765271
6720,70,40.0,725.0,P,SF,0.0,11.0,312.25,5.08,31.067655619330665,0.1699999999999999,11.736069016284437
6721,90,54.0,752.0,P,SF,0.0582370756539377,5.8,319.53,3.87,65.7605536605447,1.63,11.669929213779893
6722,80,27.0,698.0,C,SF,0.2663517540802966,9.5,294.25,3.98,54.22454352153813,2.895,11.751942365440728
6723,44,34.0,637.0,C,SF,0.2974844159592633,10.4,313.1733333333333,4.32,33.90333470720611,2.18,11.251560700835821
6724,94,22.0,655.0,R,SF,0.0,10.3,303.5133333333333,4.81,73.12997619195295,0.5650000000000004,12.165250651009918
6725,97,31.0,616.0,R,SF,0.0,5.7,278.89,5.99,93.00453682330256,0.5099999999999998,10.985292722887856
6726,80,20.0,670.0,R,SF,0.4246943831598848,10.8,335.50666666666666,5.25,58.58540803834859,0.625,12.354492650648448
6727,80,46.0,746.0,R,SF,0.0,9.6,296.61,3.87,61.81500880321907,1.88,11.643953727376633
6728,77,54.0,724.0,R,SF,0.0,3.9,376.56,4.54,39.81466247869604,1.335,11.744037185933616
6729,78,28.0,598.0,C,SF,0.0828450312306956,5.8,310.8233333333333,4.02,23.4504093759378,1.8550000000000004,11.326595886778735
6730,90,48.0,692.0,P,SF,0.2627115656337608,10.6,313.6433333333333,4.79,70.67916814445059,2.46,10.545341438708522
6731,82,29.0,673.0,C,SF,0.2916053611650849,5.5,336.47,6.06,60.995774405466776,-0.3099999999999996,11.302204433654575
6732,79,18.0,655.0,R,SF,0.6175778851053901,5.3,334.74333333333334,6.46,60.24519871413921,-0.585,10.736396675471232
6733,70,22.0,641.0,C,SF,0.0,6.1,273.59333333333336,5.59,68.52839486098588,0.6600000000000001,11.49272275765271
6735,95,39.0,709.0,R,SF,0.4048096626340198,6.4,301.01,4.53,70.00545030095648,2.345,12.078239274020289
6736,97,54.0,747.0,P,MH,0.0,10.4,314.34,4.58,73.38923987490294,1.67,11.744037185933616
6737,88,20.0,526.0,R,CO,0.0,10.6,313.6433333333333,4.79,68.60785060690887,0.96,12.314927050442256
6738,79,19.0,661.0,R,SF,0.7265743978388643,5.7,285.01666666666665,5.81,73.27278475456889,0.9400000000000004,10.839580911706463
6741,54,52.0,749.0,P,SF,0.0,11.4,331.68,4.78,30.19881707670044,-0.4050000000000002,11.695247021764184
6742,80,49.0,652.0,C,SF,0.1959467207301025,5.3,337.4833333333333,5.96,61.43670076803061,0.29,10.896739325546411
6743,80,59.0,626.0,R,SF,0.0795006629101234,5.1,333.05,6.63,58.16285453139516,-0.7549999999999999,11.429543856031177
6744,73,25.0,685.0,C,SF,0.7966705392607609,4.0,373.28,4.4,31.101516072940985,2.1,11.407564949312402
6745,80,36.0,659.0,R,MH,0.7843030528266786,10.4,301.28666666666663,4.39,63.16253429147839,1.9850000000000003,11.429543856031177
6746,80,34.0,751.0,C,SF,0.4613042216879884,5.7,335.14,6.09,60.10759411126828,-0.0999999999999996,11.211820372186306
6748,80,32.0,617.0,C,SF,0.7672932356281658,5.7,335.14,6.09,61.1810375967968,1.41,11.156250521031495
6749,68,15.0,657.0,R,SF,0.2873488601446292,10.2,337.42,5.01,39.423707858165145,0.4900000000000002,11.06663836234181
6750,90,15.0,780.0,R,SF,0.0669774085749527,10.8,335.50666666666666,5.25,66.7099695420856,1.5,11.407564949312402
6752,80,37.0,733.0,P,SF,0.0,10.5,307.9033333333333,4.46,62.93131652040513,2.29,12.230765258120545
6753,97,23.0,629.0,P,SF,0.0,6.5,299.91,4.16,70.65160045705377,2.09,10.858998997563564
6754,61,16.0,713.0,R,SF,0.1042268605966048,8.6,334.88666666666666,6.2,44.555904374066856,-1.2000000000000002,11.711776323715394
6755,88,17.0,661.0,R,SF,0.0470221631995348,5.6,299.0266666666667,5.82,75.59576381444984,0.5549999999999997,11.502875129116727
6756,80,56.0,670.0,R,SF,0.0,5.9,275.38666666666666,6.12,76.97310142659865,0.3799999999999999,11.964001084330445
6757,80,19.0,733.0,R,PU,0.3503149149577076,11.3,326.52666666666664,5.29,59.79528679266996,0.585,11.097410021008562
6758,97,33.0,646.0,P,SF,0.0,5.0,314.17333333333335,6.59,81.00186101175572,0.2850000000000001,11.141861783579396
6759,94,36.0,679.0,R,SF,0.4298119629240701,5.0,332.6166666666667,6.53,72.85387426207605,-0.7800000000000002,11.870599909242044
6760,80,59.0,658.0,R,SF,0.2246034282209341,5.2,338.43,6.07,60.533861824985806,0.6799999999999997,11.835008964139341
6761,85,46.0,732.0,R,MH,0.150069511326251,5.7,287.78,5.63,76.49577327378609,1.87,11.05089000537367
6762,70,32.0,656.0,C,SF,1.0,11.2,313.9633333333333,5.01,36.83138902147809,0.4900000000000002,10.126631103850338
6764,97,33.0,641.0,P,SF,0.0,5.2,338.43,6.07,71.28958012101204,0.4299999999999997,11.018629143155449
6765,90,10.0,674.0,P,PU,0.0,5.5,336.47,6.06,50.16275784633268,-1.1849999999999996,12.506177237980511
6766,69,33.0,596.0,C,SF,0.2650672914084507,11.3,326.52666666666664,5.29,44.665666647755685,0.2099999999999999,10.757902880692196
6767,89,31.0,618.0,C,MH,0.0,5.3,321.55333333333334,6.47,71.91410332052874,0.0300000000000002,11.982929094215963
6768,90,32.0,730.0,C,SF,0.4590671361624391,5.3,337.4833333333333,5.96,66.80953392750666,-0.585,11.198214720130528
6769,84,49.0,667.0,R,SF,0.3299530910390368,5.5,336.47,6.06,61.778176260129534,-0.5599999999999996,11.326595886778735
6770,89,24.0,703.0,C,SF,0.0,5.2,325.19666666666666,6.31,70.93643705387942,-0.3099999999999996,11.703545824578878
6771,90,30.0,661.0,P,SF,0.8050839193236253,9.6,336.15333333333336,5.53,72.14881859919625,0.9699999999999998,11.097410021008562
6772,90,60.0,740.0,P,SF,0.4338745545028248,7.3,299.84666666666664,4.39,60.62647181749104,1.4850000000000003,10.4341158035983
6773,90,3.0,605.0,P,SF,0.1000041173307562,11.0,312.25,5.08,53.38578315438735,1.295,10.757902880692196
6774,86,26.0,719.0,R,SF,0.0,11.4,329.1033333333333,4.84,60.33591656030021,0.1600000000000001,11.472103470449973
6775,90,50.0,692.0,R,SF,0.1782067578472496,5.3,335.59,6.37,77.42683133500489,1.005,11.49272275765271
6776,90,36.0,690.0,C,SF,0.0143809151441171,5.0,340.9266666666667,3.54,55.948479833909865,1.96,12.560244459250788
6777,90,39.0,693.0,C,SF,0.0,5.8,276.3533333333333,6.28,86.91622134127807,-0.2800000000000002,12.611537753638338
6778,85,11.0,706.0,R,SF,0.4623221925493659,11.2,313.1066666666667,4.97,48.0706611490227,0.7800000000000002,11.002099841204238
6779,97,34.0,703.0,P,SF,0.2151874797977166,8.6,334.88666666666666,6.2,70.19669873933952,0.2999999999999998,11.759785542901755
6780,83,50.0,602.0,R,SF,0.6215000755059299,10.5,307.9033333333333,4.46,61.73187826331278,1.54,11.362102575235644
6781,80,42.0,659.0,C,PU,0.5174971903131953,9.9,299.22,4.0,63.65278208696146,2.0,11.385092093460344
6782,75,29.0,651.0,C,SF,0.4747082346027513,6.5,299.91,4.16,68.45992075956119,1.715,10.933106969717286
6783,85,12.0,650.0,R,SF,0.5068839719569629,8.6,334.88666666666666,6.2,62.98846338750377,-0.7000000000000002,11.362102575235644
6784,95,43.0,728.0,P,SF,0.0,4.9,332.18333333333334,6.16,72.88644011396782,-0.4100000000000001,11.805595078933049
6785,95,57.0,679.0,P,SF,0.6045548342597811,4.5,356.81,3.96,57.33915314623383,2.54,11.082142548877775
6786,70,33.0,739.0,R,SF,0.1834714888544357,5.7,335.14,6.09,41.619415190636,-1.465,11.082142548877775
6787,80,46.0,675.0,R,SF,0.4362955653487323,5.7,278.89,5.99,76.5095030605456,1.5099999999999998,11.184421397998193
6788,78,20.0,722.0,C,SF,0.9210408705547904,7.8,299.88666666666666,3.91,59.50815297101571,2.215,10.819778284410283
6789,85,56.0,597.0,R,SF,0.241038205701819,5.6,296.93,5.62,76.07195304480685,0.3799999999999999,11.48246625748552
6790,76,19.0,650.0,C,SF,0.705162228209335,8.6,334.88666666666666,6.2,56.933836159257865,0.0499999999999998,11.289781913656018
6791,97,55.0,644.0,P,SF,0.2273998443988631,10.9,321.39666666666665,5.08,74.77493663014552,2.17,11.156250521031495
6792,97,30.0,645.0,P,SF,0.0233922880614111,5.0,332.6166666666667,6.53,73.58974491622213,-0.7800000000000002,11.617285480294472
6793,95,38.0,558.0,R,SF,0.0,6.3,270.9166666666667,6.02,94.10720441371885,0.3550000000000004,11.643953727376633
6794,70,35.0,662.0,C,SF,0.3905243565079151,5.7,277.32,6.21,66.2742070398974,-0.585,10.736396675471232
6796,64,52.0,710.0,C,SF,0.7213894102266001,10.2,299.42,4.87,43.51330784517904,0.7549999999999999,10.950806546816688
6797,74,37.0,614.0,C,SF,0.2234844619874342,6.3,270.9166666666667,6.02,72.78660060630197,-0.0199999999999995,10.950806546816688
6798,94,49.0,725.0,P,SF,0.0,5.0,312.41,6.43,76.76293981331786,-0.4299999999999997,11.669929213779893
6799,95,51.0,652.0,R,SF,0.3618095934011215,10.9,321.39666666666665,5.08,71.88385838899319,0.7949999999999999,11.002099841204238
6800,78,23.0,627.0,C,SF,0.0,5.2,317.7,6.79,62.73919444018148,-0.665,11.429543856031177
6801,93,44.0,690.0,R,SF,0.0,5.3,334.74333333333334,6.46,70.35773120248994,-0.71,11.532728092266408
6802,80,43.0,653.0,R,SF,0.2420199262347838,6.3,302.3533333333333,4.23,69.76821621326042,1.3949999999999996,12.206072645530174
6803,80,52.0,700.0,R,SF,0.6048628175117009,9.5,295.43,3.9,13.630063094472463,0.3500000000000001,10.858998997563564
6804,80,7.0,761.0,R,SF,0.4819532718793851,11.4,331.68,4.78,60.70271958433832,1.845,11.289781913656018
6806,76,30.0,746.0,R,SF,0.1360840175764383,5.0,341.3833333333333,4.08,45.166618838432726,1.545,11.652687407345388
6807,97,37.0,687.0,P,SF,0.6411956347094426,8.2,299.68333333333334,3.35,69.15567648237028,3.15,11.002099841204238
6808,90,43.0,674.0,C,SF,0.3208193950339867,10.5,307.9033333333333,4.46,69.69906290242608,1.415,11.407564949312402
6809,80,11.0,678.0,R,MH,0.0,5.2,308.2,6.21,65.94397185273633,-0.4599999999999999,11.225243392518447
6810,69,48.0,693.0,C,SF,0.0,9.5,297.28,3.62,32.153584182753825,2.255,10.87804719253426
6811,97,29.0,719.0,P,MH,0.5856850016761509,5.0,328.63,6.18,73.26771402702128,0.9450000000000004,11.002099841204238
6812,80,45.0,616.0,P,SF,0.701607857051858,10.9,321.39666666666665,5.08,71.41438997634403,0.7949999999999999,11.27720313144916
6813,89,32.0,713.0,R,MH,0.0,5.9,275.38666666666666,6.12,85.21944578360582,-0.3700000000000001,11.617285480294472
6814,75,45.0,716.0,C,SF,0.0,5.6,294.7266666666667,5.62,62.1196068600285,-0.3700000000000001,11.002099841204238
6815,85,45.0,644.0,R,SF,0.2728602501699036,5.3,323.48,6.3,67.72940637637507,-0.5499999999999998,11.55214617812351
6816,70,60.0,700.0,C,CO,0.0,9.5,298.54,3.36,26.62449432669547,2.14,11.289781913656018
6817,80,35.0,635.0,P,SF,0.5891792152223082,10.4,313.75666666666666,4.49,62.20256724935115,1.3849999999999998,11.719939634354555
6818,59,49.0,729.0,C,SF,0.0,6.2,306.05333333333334,4.29,32.71022930771543,2.21,10.819778284410283
6819,70,37.0,613.0,R,SF,0.0,5.2,317.7,6.79,56.86334948749232,-0.415,12.396693005138824
6820,80,26.0,681.0,R,SF,0.7574492655787131,10.2,337.42,5.01,56.880086486044725,1.1150000000000002,11.385092093460344
6821,80,36.0,739.0,P,MH,0.1383060851134965,5.2,308.2,6.21,60.01646589958752,-0.3349999999999999,10.968198289528557
6822,86,30.0,801.0,P,SF,0.0,5.7,278.89,5.99,81.47154852247685,-0.1150000000000002,11.856515169360305
6823,72,16.0,755.0,R,PU,0.0,9.5,297.7,3.55,53.88242654309708,1.3250000000000002,11.84939770159144
6824,90,56.0,616.0,R,SF,0.0,5.6,322.3233333333333,3.89,65.11655451811804,1.985,11.55214617812351
6825,80,26.0,748.0,R,SF,0.1499201510863207,6.3,303.69666666666666,4.28,42.628747289085496,1.66,11.03488966402723
6826,73,16.0,691.0,P,SF,0.0,11.0,312.25,5.08,55.76480174775199,1.17,11.002099841204238
6827,78,29.0,629.0,C,SF,0.0939346018982295,5.6,294.7266666666667,5.62,69.56261571703939,0.7549999999999999,11.211820372186306
6828,80,42.0,638.0,R,MH,0.6545194312604349,5.2,338.43,6.07,51.65241553240427,-0.0700000000000002,11.238488619268468
6829,97,38.0,606.0,P,SF,0.0,6.5,268.87,5.77,96.89259972777845,0.7300000000000004,11.827736204810263
6831,80,42.0,689.0,C,PU,0.0,5.7,283.5233333333333,5.7,74.93374478095083,0.2999999999999998,11.877568578558138
6832,89,19.0,656.0,R,SF,0.4221873554210337,8.8,298.97,3.52,36.293305918177936,2.23,11.211820372186306
6833,91,24.0,655.0,R,SF,0.0,5.7,277.32,6.21,87.08161741587891,0.165,12.007621706806335
6834,80,48.0,722.0,P,SF,0.0,11.4,331.68,4.78,58.65218838004502,0.9699999999999998,11.512925464970229
6835,79,37.0,705.0,R,SF,0.5601579552500561,10.2,299.91,4.71,61.52394218938354,0.79,11.211820372186306
6837,75,49.0,830.0,P,SF,0.0,5.3,337.4833333333333,5.96,56.94175915151816,1.29,10.691944912900398
6838,86,50.0,751.0,P,MH,0.5414842621748109,11.2,313.1066666666667,4.97,65.33046792676933,0.9050000000000002,11.211820372186306
6839,64,15.0,682.0,R,SF,0.2497356996825716,10.8,312.94666666666666,5.0,34.87370116484172,-0.125,11.06663836234181
6840,75,30.0,709.0,R,SF,0.0208097669246349,5.7,335.14,6.09,56.06258108160022,-0.0899999999999998,12.676076274775909
6841,80,19.0,633.0,R,SF,0.1769457260500054,5.1,326.91333333333336,6.11,64.02104111426065,1.3899999999999997,11.695247021764184
6842,85,24.0,613.0,R,SF,0.0,5.0,332.6166666666667,6.53,55.90707135798802,-1.4050000000000002,11.842229212112828
6843,70,15.0,761.0,C,SF,0.4291456062088863,5.7,287.78,5.63,64.92580551076098,0.2450000000000001,10.87804719253426
6844,80,23.0,614.0,P,SF,0.0758122455388218,5.6,301.12333333333333,5.71,69.85033144374496,0.165,12.476099782743233
6845,87,40.0,615.0,R,SF,0.5829310903171265,5.5,336.47,6.06,65.40314337831288,0.6900000000000004,11.580584113444043
6846,95,36.0,608.0,P,SF,0.116773219400715,4.9,331.75,6.17,73.02972932441233,-0.2949999999999999,11.542484267211773
6847,79,51.0,670.0,R,SF,0.5304126887758591,5.8,333.81,6.35,56.94899265196815,-1.3499999999999996,11.362102575235644
6848,96,49.0,759.0,P,SF,0.005377558666502,10.3,300.89,4.6,83.81597043083298,1.4000000000000004,11.744037185933616
6849,95,29.0,784.0,P,SF,0.4860736726901176,5.3,327.04,3.97,64.90866602097603,2.03,11.082142548877775
6850,80,32.0,671.0,R,SF,0.1559511113356196,11.3,326.52666666666664,5.29,61.08523877743524,1.085,11.77528972943772
6851,95,52.0,639.0,P,SF,0.4384513455129393,6.0,333.74666666666667,6.52,71.63865048736233,-0.5199999999999996,11.918390573078392
6852,69,20.0,706.0,C,PU,0.0,11.4,331.68,4.78,38.70527195851423,-0.2800000000000002,12.254862809699606
6853,69,40.0,694.0,C,SF,0.0,5.0,314.17333333333335,6.59,58.1339843702832,-0.965,12.066810578196666
6854,79,61.0,718.0,C,SF,0.3780290102433939,6.3,333.62,6.1,59.86416060304906,-0.5999999999999996,11.77528972943772
6855,95,26.0,709.0,P,SF,0.5028393422916096,10.4,301.28666666666663,4.39,73.58382300223487,1.1100000000000003,11.736069016284437
6856,89,22.0,673.0,C,SF,0.2773804086575594,11.3,326.52666666666664,5.29,68.32459516731076,0.96,11.37366339763672
6857,62,27.0,604.0,C,SF,0.0,5.6,301.12333333333333,5.71,55.34897050003673,0.415,10.915088464214607
6858,79,33.0,679.0,R,SF,0.91541679043852,11.4,331.68,4.78,53.826412674031765,0.7199999999999998,11.156250521031495
6859,80,44.0,704.0,R,SF,0.0,11.0,312.25,5.08,62.48391438266261,0.7949999999999999,12.185869938212655
6860,90,38.0,643.0,R,SF,0.3560142971539869,7.8,299.88666666666666,3.91,69.06499256488216,1.965,11.759785542901755
6861,95,57.0,689.0,P,SF,0.0028267934675188,10.3,303.5133333333333,4.81,75.6804192882332,0.9400000000000004,12.089538829274222
6862,90,46.0,655.0,P,SF,0.28687783919265,10.4,313.1733333333333,4.32,70.37034495827658,1.5549999999999995,11.813030057420567
6863,55,24.0,651.0,P,PU,0.0,10.1,300.65,4.0,42.23905727804886,1.375,12.367340793126296
6864,70,16.0,679.0,C,SF,1.0,11.1,316.58666666666664,4.71,55.43465961285914,1.54,10.691944912900398
6865,80,40.0,659.0,P,SF,0.4889360281881532,5.5,336.47,6.06,61.29318940513764,0.0650000000000003,11.736069016284437
6866,82,35.0,702.0,C,SF,0.5519343369178669,10.4,305.56,4.77,47.50345039835929,0.8550000000000004,11.512925464970229
6867,90,36.0,651.0,R,SF,0.7030664610234706,10.8,312.94666666666666,5.0,35.20269352818371,0.5,10.714417768752456
6868,85,30.0,647.0,C,SF,0.0,5.8,310.8233333333333,4.02,60.720704712126576,2.1050000000000004,11.472103470449973
6869,90,16.0,667.0,R,SF,0.0,5.6,296.93,5.62,81.43839110228,0.0049999999999998,11.736069016284437
6870,73,27.0,783.0,R,SF,0.1784673491089241,10.3,301.68333333333334,4.22,57.366876167662674,1.2800000000000002,12.577636201962656
6871,72,33.0,587.0,C,SF,0.3573080232621785,5.0,312.41,6.43,61.007696990954194,-0.1799999999999997,11.512925464970229
6872,80,18.0,680.0,R,SF,0.991850929179909,9.5,295.26,3.84,63.26889801982434,2.035,10.819778284410283
6873,90,35.0,656.0,P,PU,0.0127612582767705,6.1,333.68333333333334,6.35,72.84175788380577,-0.5999999999999996,12.190959007720126
6874,97,45.0,708.0,P,SF,0.0210176034892465,5.3,337.4833333333333,5.96,74.1519674047462,-0.1299999999999999,12.043553716032399
6875,80,31.0,697.0,C,SF,0.766412338360382,11.2,323.95,5.32,62.17954282124148,0.9299999999999996,11.127262984158243
6876,77,30.0,630.0,R,SF,0.7609167120743175,11.4,331.68,4.78,58.68508948112639,0.7199999999999998,11.26446410567173
6877,85,44.0,634.0,C,SF,0.3852655211313224,5.0,309.6033333333333,6.23,73.38846976899966,-0.7300000000000004,11.326595886778735
6878,85,18.0,553.0,R,SF,0.0058332793817408,5.7,285.01666666666665,5.81,78.84831283723099,0.4400000000000004,11.26446410567173
6879,73,32.0,519.0,R,SF,0.0,4.5,356.81,3.96,17.031371695500205,1.54,11.49272275765271
6881,59,29.0,687.0,P,SF,0.3329072973976332,11.2,313.1066666666667,4.97,44.21460689621717,1.0300000000000002,10.87804719253426
6882,84,32.0,811.0,R,SF,0.0,4.5,352.13,4.1,48.31221649881018,1.2750000000000004,11.198214720130528
6883,83,59.0,734.0,R,PU,0.0,10.9,320.12,4.94,56.52394127971454,1.1849999999999996,11.695247021764184
6884,80,32.0,737.0,C,SF,0.7234657683599927,10.4,313.75666666666666,4.49,63.42139616606368,2.01,11.418614785498987
6885,75,35.0,650.0,C,SF,0.0,6.1,333.68333333333334,6.35,57.20865931272166,-0.4749999999999996,11.082142548877775
6886,88,48.0,689.0,C,SF,0.7607339661702384,6.7,299.6033333333333,4.57,65.67709257764811,1.4299999999999995,12.273731294003989
6887,90,35.0,771.0,P,SF,0.3731742373762657,10.3,303.5133333333333,4.81,71.76330512133191,1.0650000000000004,11.580584113444043
6888,74,49.0,556.0,R,SF,0.4697095549854981,10.8,335.50666666666666,5.25,55.456111656287575,0.25,12.498742259492994
6889,90,30.0,691.0,R,SF,0.0,6.0,333.74666666666667,6.52,69.20626747503022,-0.6449999999999996,12.491251587763836
6890,85,39.0,669.0,R,SF,0.8223155780516413,10.4,313.1733333333333,4.32,69.90541665564368,1.805,10.968198289528557
6891,68,36.0,791.0,C,SF,0.4046311129817073,8.5,299.48,3.54,54.18970339097028,2.335,11.184421397998193
6893,91,35.0,647.0,R,SF,0.1468710706060233,5.0,338.76,3.41,58.35718306503825,3.34,11.396391648714276
6894,90,53.0,732.0,R,SF,0.0,5.4,304.88,6.31,78.16228809748522,-0.5599999999999996,11.440354772135393
6895,90,38.0,624.0,R,SF,0.4901742105765194,10.2,299.42,4.87,73.99133718961923,1.005,11.461632170582678
6896,78,36.0,681.0,C,SF,1.0,9.6,296.61,3.87,62.36824553637927,2.005,10.915088464214607
6899,90,43.0,712.0,R,SF,0.3460683393161124,10.4,305.56,4.77,73.2223738739007,2.3550000000000004,11.251560700835821
6900,71,31.0,642.0,R,SF,0.0,5.7,321.3566666666667,3.91,33.82876887785542,1.715,12.14950229404178
6901,80,31.0,594.0,C,SF,0.4283799961813174,5.9,275.38666666666666,6.12,79.2977465310807,0.0049999999999998,11.127262984158243
6902,90,17.0,645.0,C,SF,0.4553748939312154,5.2,317.7,6.79,71.45373481173277,-0.915,11.06663836234181
6903,85,44.0,669.0,C,SF,1.0,11.0,318.3533333333333,4.98,64.78732277628032,0.8949999999999996,11.05089000537367
6904,94,35.0,747.0,R,SF,0.1052559520405274,5.6,301.12333333333333,5.71,82.88490967499062,0.915,11.813030057420567
