,ORIG_RATE,ORIG_UPB,ORIG_DATE,OLTV,DTI,CSCORE_B,PURPOSE,PROP,NO_UNITS,OCC_STAT,LAST_UPB,LAST_PAID_INSTALLMENT_DATE,LOSS_GIVEN_DEFAULT
13689,6.75,91000.0,2008-11-01,75,36.0,717.0,C,SF,1,P,86961.74,2011-06-01,0.4618422310888687
13690,6.125,40000.0,2008-10-01,67,34.0,808.0,C,CO,1,P,35280.87,2010-11-01,0.7379045404177282
13691,6.875,182000.0,2008-10-01,70,39.0,655.0,C,PU,1,P,128221.0,2013-12-01,0.0
13692,6.5,404000.0,2008-07-01,80,60.0,787.0,P,SF,1,I,403267.6,2008-10-01,0.0
13693,6.125,182000.0,2008-10-01,90,54.0,722.0,P,PU,1,P,176461.44,2010-10-01,0.1423304756430495
13694,7.0,417000.0,2008-09-01,76,,726.0,C,PU,1,I,406506.7,2011-02-01,0.3349925756397713
13695,6.5,218000.0,2008-09-01,80,31.0,776.0,R,SF,1,P,205299.14,2013-04-01,0.2089243598993694
13696,6.375,49000.0,2008-11-01,33,48.0,622.0,C,SF,1,P,47200.63,2010-05-01,0.3213625331768206
13697,6.875,151000.0,2008-08-01,75,41.0,751.0,P,SF,1,I,144938.81,2012-01-01,0.7225504349680317
13698,6.625,53000.0,2008-09-01,53,15.0,680.0,C,MH,1,P,49909.27,2011-01-01,0.2715399558587681
13699,6.25,155000.0,2008-10-01,80,48.0,694.0,P,SF,1,P,151874.33,2010-06-01,0.1837371015204421
13700,6.5,62000.0,2008-09-01,80,36.0,685.0,P,SF,1,P,59815.34,2012-01-01,0.7293176635683506
13701,6.25,190000.0,2008-09-01,76,58.0,758.0,C,SF,1,S,185325.03,2010-08-01,0.5215951067150997
13702,6.75,116000.0,2008-12-01,80,63.0,773.0,P,PU,1,I,110369.1,2012-06-01,0.0
13703,6.875,408000.0,2008-08-01,80,30.0,600.0,R,PU,1,P,387552.28,2012-12-01,0.3443414393969264
13704,6.0,81000.0,2008-10-01,80,43.0,819.0,P,CO,1,P,69473.19,2017-11-01,0.0
13705,5.875,198000.0,2008-10-01,90,42.0,763.0,P,SF,1,S,180545.22,2014-10-01,0.0
13706,6.25,282000.0,2008-10-01,95,49.0,664.0,P,SF,1,P,281882.28,2008-12-01,0.0
13707,7.25,61000.0,2008-10-01,80,21.0,580.0,C,SF,1,P,53877.65,2011-08-01,0.842455840229142
13708,6.5,112000.0,2008-08-01,95,23.0,807.0,P,SF,1,P,107836.77,2011-11-01,0.0
13709,7.25,71000.0,2008-09-01,75,10.0,650.0,R,SF,1,I,70662.59,2009-04-01,0.5526357361546044
13710,7.25,72000.0,2008-11-01,69,51.0,627.0,C,SF,1,I,66738.18,2010-09-01,0.9154006323041524
13711,7.5,85000.0,2008-10-01,90,54.0,682.0,P,MH,1,P,83907.75,2010-09-01,0.2943831906356981
13712,7.25,49000.0,2008-08-01,73,55.0,679.0,C,SF,1,I,48239.15,2010-05-01,0.5963156373332669
13713,6.375,103000.0,2008-10-01,80,31.0,730.0,P,SF,1,P,99648.19,2011-09-01,0.0551047447551416
13714,5.875,188000.0,2008-10-01,70,48.0,667.0,R,SF,1,P,182042.84,2011-04-01,0.2151892359588198
13715,7.125,32000.0,2008-11-01,26,20.0,773.0,C,SF,1,P,29697.63,2010-07-01,0.0
13716,6.0,70000.0,2008-08-01,78,50.0,715.0,C,SF,1,P,62508.35,2011-02-01,0.9539698382022452
13717,5.875,271000.0,2008-10-01,82,52.0,718.0,R,PU,1,P,270723.7,2008-12-01,0.1553456881957288
13718,6.75,50000.0,2008-10-01,40,48.0,720.0,C,SF,1,I,47747.09,2012-09-01,0.0336876325768654
13719,6.5,63000.0,2008-11-01,78,26.0,731.0,R,SF,1,P,62000.75,2010-07-01,1.0
13720,5.75,163000.0,2008-09-01,94,24.0,702.0,R,SF,1,P,152545.5,2013-03-01,0.0
13721,5.75,46000.0,2008-09-01,58,22.0,718.0,R,SF,1,I,46635.17,2019-03-01,0.1886760378349093
13722,6.375,153000.0,2008-10-01,80,,734.0,P,SF,1,P,163306.34,2013-02-01,0.434877192187019
13723,5.875,174000.0,2008-06-01,90,37.0,734.0,C,PU,1,P,165093.38,2012-04-01,0.0
13724,5.875,141000.0,2008-10-01,92,21.0,746.0,R,PU,1,P,135045.34,2011-10-01,0.0406676373331164
13725,6.625,56000.0,2008-10-01,59,33.0,652.0,C,SF,1,P,22487.45,2019-07-01,0.0
13726,6.5,75000.0,2008-11-01,69,32.0,707.0,C,SF,1,I,73114.94,2011-01-01,0.5655601119042877
13727,6.25,143000.0,2008-09-01,94,49.0,757.0,P,SF,1,P,134548.56,2010-11-01,0.0
13728,6.125,131000.0,2008-11-01,80,37.0,743.0,R,SF,1,P,128548.35,2010-05-01,0.4234581868331522
13729,6.5,270000.0,2008-09-01,90,45.0,706.0,C,PU,1,P,264858.62,2010-06-01,0.0358159544077524
13730,5.625,70000.0,2008-12-01,80,34.0,683.0,C,SF,1,P,48496.55,2015-01-01,0.3983019982933575
13731,6.875,121000.0,2008-08-01,97,31.0,692.0,P,SF,1,P,119639.3,2009-10-01,0.1025395968056325
13732,6.25,67000.0,2008-08-01,90,54.0,686.0,R,SF,1,P,38248.73,2016-10-01,0.6328314835476736
13733,7.375,25000.0,2008-09-01,32,29.0,617.0,C,SF,1,P,24434.18,2010-10-01,1.0
13734,6.625,336000.0,2008-08-01,80,41.0,692.0,P,PU,1,P,342303.62,2010-04-01,0.1542569367022723
13735,5.875,145000.0,2008-07-01,87,45.0,617.0,C,SF,1,P,135821.6,2012-11-01,0.0
13736,7.75,171000.0,2008-11-01,75,60.0,662.0,P,PU,1,I,165929.62,2012-01-01,0.0314852164829667
13737,4.5,78000.0,2009-02-01,72,21.0,808.0,C,SF,1,P,67677.95,2011-11-01,0.8864692327815241
13738,4.99,132000.0,2009-02-01,80,44.0,750.0,C,SF,1,P,122401.27,2013-09-01,0.4428267195565565
13739,4.75,164000.0,2009-01-01,75,46.0,727.0,R,SF,1,P,160476.81,2010-08-01,0.5144062717329231
13740,5.625,101000.0,2008-12-01,73,30.0,776.0,C,SF,1,P,96880.12,2011-12-01,0.0385422686173968
13741,7.625,55000.0,2008-11-01,80,27.0,664.0,C,SF,1,I,54121.26,2011-01-01,0.8637502296591574
13742,7.625,79000.0,2008-11-01,52,39.0,676.0,C,SF,1,P,76450.94,2011-01-01,0.457844092718778
13743,5.75,100000.0,2008-12-01,75,44.0,726.0,C,SF,1,P,92521.35,2014-02-01,0.4430692873427105
13744,5.5,107000.0,2008-12-01,77,37.0,681.0,C,SF,1,P,105146.31,2010-06-01,0.5692735408081159
13745,5.375,129000.0,2008-12-01,90,41.0,762.0,P,CO,1,P,122918.21,2011-03-01,0.1292572889391453
13746,5.125,231000.0,2009-01-01,80,50.0,703.0,R,SF,1,P,209629.2,2014-10-01,0.0183407251285112
13747,4.875,275000.0,2009-02-01,66,54.0,794.0,C,PU,1,P,234210.34,2017-03-01,0.3303859974204989
13748,4.875,117000.0,2009-01-01,79,51.0,732.0,C,CO,1,P,112419.83,2011-08-01,0.2563983314011693
13749,5.875,257000.0,2008-12-01,85,46.0,742.0,R,SF,1,S,255711.6,2009-04-01,0.7017876852881907
13750,5.25,182000.0,2009-03-01,90,35.0,784.0,R,SF,1,P,173887.44,2012-02-01,0.005188121098934
13751,4.875,352000.0,2009-01-01,80,48.0,757.0,R,SF,1,P,343934.47,2010-08-01,0.2994641106307527
13752,6.0,150000.0,2008-12-01,94,51.0,688.0,P,PU,1,P,142679.16,2011-06-01,0.0373911116243547
13753,4.875,231000.0,2009-01-01,73,27.0,776.0,R,PU,1,P,216478.31,2012-12-01,0.0
13754,4.99,179000.0,2009-01-01,76,24.0,741.0,R,SF,1,P,175204.48,2010-07-01,0.2841537498772639
13755,5.5,138000.0,2008-12-01,80,30.0,766.0,C,SF,1,P,130505.62,2015-05-01,0.2353600134937917
13756,4.5,169000.0,2009-01-01,80,29.0,793.0,R,SF,1,P,159645.22,2012-04-01,0.2025647931993212
13757,5.125,180000.0,2009-01-01,74,28.0,714.0,C,SF,1,P,133673.31,2014-03-01,0.6394111667355534
13758,5.125,165000.0,2009-02-01,80,26.0,757.0,R,PU,1,P,157848.7,2011-11-01,0.1560523983631676
13759,4.875,149000.0,2009-02-01,89,50.0,745.0,R,SF,1,P,131813.45,2015-10-01,0.2572213130630515
13760,5.75,147000.0,2009-02-01,70,55.0,643.0,P,SF,1,P,144409.19,2010-08-01,0.0408861661329546
13761,4.375,95000.0,2009-03-01,74,23.0,792.0,C,SF,1,P,92199.72,2011-03-01,0.2802539403181363
13762,5.5,101000.0,2009-01-01,78,48.0,815.0,C,CO,1,P,95757.72,2012-09-01,0.3938585742544035
13763,4.875,259000.0,2009-02-01,70,54.0,609.0,C,SF,1,P,244733.31,2012-08-01,0.2923589888215054
13764,4.875,341000.0,2008-12-01,94,51.0,706.0,P,SF,1,P,331706.16,2010-10-01,0.0
13765,5.0,37000.0,2009-02-01,60,27.0,813.0,R,SF,1,I,30494.48,2012-08-01,0.3977303012026893
13766,6.0,150000.0,2009-02-01,80,39.0,644.0,C,SF,1,P,147556.64,2015-08-01,0.7106204334273121
13767,5.0,216000.0,2009-01-01,89,37.0,788.0,R,SF,1,S,198088.86,2012-09-01,0.0
13768,5.5,200000.0,2009-02-01,89,44.0,769.0,P,SF,1,P,180150.83,2015-07-01,0.2059291593597829
13769,5.75,269000.0,2009-01-01,75,46.0,720.0,C,PU,1,I,250462.03,2013-10-01,0.6895651580173391
13770,5.125,76000.0,2009-01-01,80,,748.0,P,SF,1,P,72535.7,2012-02-01,0.3097174414781729
13771,5.5,94000.0,2009-03-01,69,45.0,703.0,R,SF,1,P,91510.37,2011-03-01,0.3312745247464703
13772,7.25,63000.0,2008-12-01,84,53.0,681.0,C,SF,1,P,59908.3,2010-04-01,0.9566205981309324
13773,5.875,138000.0,2008-11-01,77,55.0,741.0,C,SF,1,P,131800.05,2012-04-01,0.2998930167196331
13774,5.75,330000.0,2008-12-01,75,50.0,679.0,C,SF,1,S,327907.84,2009-07-01,0.6277393927657456
13775,4.75,220000.0,2008-12-01,78,42.0,725.0,C,SF,1,P,211821.27,2011-06-01,0.2050328549893049
13776,5.5,130000.0,2009-01-01,85,39.0,807.0,C,SF,1,P,126056.16,2011-07-01,0.1850469121277048
13777,5.0,172000.0,2009-01-01,75,58.0,709.0,C,SF,1,P,168531.81,2014-05-01,0.3653468645014721
13778,5.875,262000.0,2008-12-01,80,32.0,795.0,C,PU,1,P,251262.31,2013-08-01,0.3342226465933552
13779,5.25,260000.0,2009-02-01,59,28.0,673.0,R,SF,1,P,246006.6,2011-09-01,0.0209821730832672
13780,6.375,280000.0,2008-12-01,69,45.0,598.0,R,SF,1,P,271406.6,2011-06-01,1.0
13781,5.125,229000.0,2009-01-01,95,48.0,716.0,P,PU,1,P,221298.7,2011-04-01,0.0
13782,4.49,221000.0,2009-02-01,90,44.0,740.0,P,PU,1,P,212785.97,2011-07-01,0.0
13783,4.875,122000.0,2009-01-01,85,30.0,769.0,C,SF,1,P,117954.51,2011-01-01,0.22664943559218
13784,4.875,324000.0,2009-01-01,93,28.0,785.0,P,SF,1,P,313229.62,2010-11-01,0.0893842835747097
13785,4.75,199000.0,2009-01-01,95,36.0,726.0,R,SF,1,P,176634.56,2015-06-01,0.1531627905053265
13786,4.75,330000.0,2009-01-01,74,32.0,736.0,R,PU,1,P,308977.84,2012-12-01,0.1629611495538397
13787,5.375,183000.0,2009-02-01,74,48.0,761.0,R,SF,1,P,178592.02,2010-07-01,0.3276327038259076
13788,4.625,147000.0,2009-02-01,80,52.0,702.0,C,SF,1,P,139783.81,2012-01-01,0.2218731199204485
13789,4.875,154000.0,2009-01-01,79,34.0,797.0,R,SF,1,S,151873.48,2010-01-01,0.4523205763580322
13790,7.125,216000.0,2008-12-01,90,63.0,759.0,P,SF,2,I,198809.0,2014-11-01,0.0
13791,4.75,291000.0,2009-01-01,75,33.0,765.0,R,PU,1,P,253281.23,2016-05-01,0.1265601404417113
13792,5.25,135000.0,2008-12-01,75,52.0,751.0,R,SF,1,P,121595.94,2015-02-01,0.0
13793,5.375,80000.0,2009-03-01,77,29.0,766.0,C,SF,1,P,77433.2,2011-07-01,0.5273716973172442
13794,7.125,216000.0,2008-12-01,90,,758.0,P,SF,2,I,203098.69,2014-03-01,0.036395753111403
13795,4.875,103000.0,2008-12-01,65,30.0,782.0,R,SF,1,P,86780.45,2012-03-01,0.1199430610881554
13796,5.25,102000.0,2009-01-01,90,34.0,737.0,R,SF,1,P,101700.0,2009-02-01,0.4917774762629056
13797,5.375,124000.0,2009-02-01,90,15.0,722.0,R,SF,1,P,114718.88,2013-07-01,0.1088726982626756
13798,4.625,140000.0,2009-02-01,69,31.0,808.0,C,SF,1,S,120496.09,2016-03-01,0.0111681362855383
13799,4.875,417000.0,2009-01-01,65,42.0,779.0,R,SF,1,P,395334.28,2012-05-01,0.2111880900465405
13800,4.75,243000.0,2009-02-01,80,48.0,772.0,R,CO,1,S,227482.83,2012-05-01,0.5260924592453784
13801,4.875,132000.0,2009-01-01,76,39.0,806.0,R,SF,1,P,127917.28,2011-02-01,0.4299350015592352
13802,5.375,159000.0,2009-02-01,75,48.0,727.0,C,CO,1,I,150532.2,2012-09-01,0.1307486029320865
13803,4.375,156000.0,2009-01-01,78,29.0,767.0,R,SF,1,P,105406.13,2012-12-01,0.0
13804,5.125,162000.0,2008-12-01,80,54.0,778.0,P,SF,1,P,157440.1,2010-10-01,0.2176067229589111
13805,5.75,364000.0,2009-01-01,97,48.0,759.0,R,SF,1,P,351540.47,2014-11-01,0.0567657124290899
13806,6.0,243000.0,2009-02-01,79,45.0,677.0,R,PU,1,S,239997.28,2010-03-01,0.3863517467417925
13807,7.625,61000.0,2008-12-01,66,19.0,587.0,C,SF,1,P,50054.2,2012-08-01,0.5454930641589683
13808,5.75,70000.0,2009-01-01,78,25.0,697.0,R,SF,1,P,66162.78,2013-03-01,0.626528642425004
13809,4.875,260000.0,2009-02-01,72,50.0,771.0,C,SF,1,P,249461.3,2011-10-01,0.7571503476193671
13810,5.125,401000.0,2009-01-01,78,39.0,754.0,C,SF,1,P,395435.6,2011-03-01,0.1144398221836958
13811,5.0,54000.0,2009-01-01,75,42.0,649.0,C,SF,1,I,52114.45,2011-05-01,0.5662771600145532
13812,5.375,160000.0,2009-03-01,95,38.0,688.0,P,SF,1,P,156448.39,2010-09-01,0.0687531147264818
13813,5.5,270000.0,2008-12-01,90,46.0,750.0,C,SF,1,P,267456.1,2009-08-01,0.4136571474348302
13814,5.625,343000.0,2009-01-01,70,26.0,705.0,C,SF,1,P,332822.0,2011-03-01,0.1870411633320513
13815,4.875,325000.0,2009-01-01,95,49.0,771.0,R,SF,1,P,317883.38,2010-07-01,0.0
13816,4.875,240000.0,2009-02-01,73,34.0,776.0,R,SF,1,P,229256.48,2011-11-01,0.500607486714866
13817,4.625,417000.0,2009-02-01,50,49.0,692.0,C,SF,1,P,401691.1,2011-06-01,0.2773685486612653
13818,4.75,298000.0,2009-01-01,68,20.0,795.0,R,SF,1,P,282712.25,2012-03-01,0.1106617382529999
13819,6.375,120000.0,2009-01-01,60,50.0,595.0,C,SF,1,P,114713.12,2011-10-01,0.0
13820,5.375,125000.0,2008-12-01,82,30.0,737.0,R,SF,1,P,120325.43,2011-08-01,0.0
13821,6.125,176000.0,2008-12-01,95,48.0,685.0,P,SF,1,P,174391.52,2009-08-01,0.0
13822,4.75,174000.0,2009-02-01,80,24.0,740.0,R,SF,1,P,170223.17,2014-12-01,0.0
13823,5.375,345000.0,2009-01-01,61,45.0,658.0,C,PU,1,P,328105.97,2012-06-01,0.4399798955482274
13824,5.25,204000.0,2008-12-01,60,52.0,716.0,R,PU,1,P,190526.72,2013-03-01,0.0091999762582511
13825,5.75,197000.0,2009-01-01,95,30.0,713.0,P,PU,1,S,177872.77,2013-03-01,0.0
13826,4.875,179000.0,2009-01-01,67,39.0,828.0,R,SF,1,P,169245.08,2012-05-01,0.097402529813767
13827,5.75,204000.0,2009-02-01,85,33.0,800.0,P,SF,2,P,191156.23,2013-08-01,0.3782958049939353
13828,4.875,164000.0,2009-01-01,89,16.0,789.0,R,CO,1,P,158927.17,2011-02-01,0.1823469130432745
13829,5.0,371000.0,2009-01-01,95,38.0,747.0,R,SF,1,P,370500.0,2009-02-01,0.0
13830,5.625,48000.0,2008-12-01,79,45.0,744.0,C,SF,1,P,43878.05,2013-12-01,0.2285577059697712
13831,4.625,230000.0,2009-01-01,92,38.0,735.0,R,SF,1,P,224808.75,2010-07-01,0.2027785332810666
13832,5.25,144000.0,2009-02-01,80,36.0,782.0,R,CO,1,P,135603.39,2013-01-01,0.1836191451212791
13833,6.0,83000.0,2009-01-01,70,47.0,686.0,C,CO,1,S,81832.36,2010-07-01,0.3839564943507792
13834,4.5,267000.0,2009-01-01,90,24.0,798.0,R,SF,1,P,244678.64,2013-10-01,0.0188187359497628
13835,4.5,105000.0,2009-02-01,75,55.0,732.0,C,PU,1,P,93952.73,2013-10-01,0.0144179409320074
13836,7.75,40000.0,2008-12-01,43,33.0,656.0,C,SF,1,P,39782.92,2009-08-01,0.3915820942193971
13837,4.875,236000.0,2009-02-01,63,46.0,687.0,C,SF,1,P,231918.34,2010-05-01,0.3171483945880557
13838,6.375,187000.0,2009-01-01,65,49.0,730.0,C,CO,1,I,183160.5,2010-11-01,0.0568073575561973
13839,5.875,143000.0,2008-12-01,76,64.0,735.0,C,SF,1,P,136382.05,2012-05-01,0.2003662953054327
13840,4.5,400000.0,2009-01-01,58,60.0,807.0,C,SF,1,P,380576.72,2011-05-01,0.5655401335288425
13841,5.0,177000.0,2009-03-01,71,49.0,738.0,C,SF,1,S,164737.45,2013-06-01,0.6714204628468007
13842,4.875,232000.0,2009-02-01,80,53.0,778.0,C,PU,1,P,223239.95,2011-04-01,0.1096771082293247
13843,4.875,123000.0,2009-01-01,78,37.0,790.0,R,SF,1,S,116445.44,2012-06-01,0.5606621190812542
13844,4.875,192000.0,2009-01-01,85,50.0,669.0,R,SF,1,P,186090.05,2011-03-01,0.1094031242739674
13845,5.375,75000.0,2008-12-01,79,43.0,774.0,R,SF,1,P,65108.6,2016-09-01,0.4115735986064629
13846,5.0,89000.0,2009-02-01,80,18.0,764.0,C,SF,1,P,77883.61,2016-04-01,0.0
13847,4.875,250000.0,2009-01-01,77,32.0,782.0,R,SF,1,P,243608.95,2010-10-01,0.4578603522131044
13848,5.0,235000.0,2009-01-01,80,31.0,740.0,R,PU,1,P,225676.61,2011-09-01,0.275455125733705
13849,6.375,110000.0,2009-02-01,75,37.0,670.0,R,SF,1,P,98497.83,2016-06-01,0.8382804469752744
13850,5.25,142000.0,2009-01-01,80,49.0,744.0,R,SF,1,P,134330.16,2014-12-01,0.4493521308855397
13851,6.5,280000.0,2008-09-01,92,45.0,719.0,P,SF,1,P,275132.9,2012-08-01,0.0444525358937323
13852,5.0,350000.0,2009-02-01,60,30.0,696.0,C,CO,1,P,340331.72,2011-01-01,0.4383880232544259
13853,6.5,173000.0,2008-12-01,85,53.0,690.0,C,SF,1,P,166930.39,2011-10-01,0.1523044350564348
13854,6.0,119000.0,2008-05-01,97,21.0,,P,SF,1,P,115758.77,2010-01-01,0.0
13855,4.75,94000.0,2009-02-01,76,53.0,739.0,R,MH,1,P,65118.2,2017-06-01,0.6242760085491174
13856,5.99,186000.0,2008-12-01,92,53.0,713.0,P,PU,1,P,173417.56,2013-07-01,0.0
13857,5.25,417000.0,2009-02-01,90,31.0,725.0,P,SF,1,S,401156.72,2011-09-01,0.0
13858,7.75,50000.0,2008-10-01,90,45.0,772.0,P,SF,1,I,47591.99,2014-03-01,0.4433417793124154
13859,5.75,136000.0,2008-12-01,80,44.0,681.0,C,PU,1,P,130791.97,2011-04-01,0.3852307077639754
13860,7.625,91000.0,2008-12-01,69,27.0,598.0,C,SF,1,P,87036.38,2012-12-01,0.5947307961505323
13861,4.875,303000.0,2009-02-01,80,59.0,750.0,C,SF,1,P,302153.6,2009-05-01,0.5575645160397176
13862,6.0,188000.0,2009-02-01,90,49.0,745.0,P,SF,1,S,184854.05,2010-05-01,0.0658168635830007
13863,5.0,206000.0,2009-01-01,80,31.0,749.0,R,SF,1,P,198387.16,2011-07-01,0.3996141956841335
13864,4.625,86000.0,2009-02-01,72,48.0,811.0,C,SF,1,P,79675.98,2013-07-01,0.842965200850123
13865,5.5,108000.0,2009-01-01,72,56.0,708.0,R,SF,1,P,104572.17,2011-01-01,0.7442378206685604
13866,4.99,181000.0,2009-01-01,93,44.0,793.0,R,SF,1,P,177255.95,2010-06-01,0.1491564855598195
13867,4.5,353000.0,2008-12-01,56,53.0,751.0,R,PU,1,P,335120.25,2011-11-01,0.0710293762439564
13868,4.875,117000.0,2009-01-01,78,35.0,620.0,R,SF,1,S,109986.25,2012-12-01,0.4909393694334897
13869,5.375,108000.0,2009-01-01,80,28.0,761.0,P,CO,1,S,102720.61,2012-05-01,0.4979289707773011
13870,5.0,179000.0,2009-01-01,85,45.0,761.0,C,SF,1,P,173792.83,2010-10-01,0.1225590093080473
13871,6.0,172000.0,2008-12-01,90,49.0,701.0,P,CO,1,S,167061.45,2011-05-01,0.2020079808651064
13872,5.875,197000.0,2008-12-01,88,34.0,778.0,R,PU,1,S,192956.94,2010-06-01,0.0331206256431567
13873,5.375,84000.0,2009-02-01,60,49.0,672.0,R,SF,1,I,73602.44,2016-08-01,1.0
13874,4.99,75000.0,2009-01-01,77,30.0,700.0,C,SF,1,S,73801.74,2010-05-01,0.391894894855477
13875,4.875,183000.0,2009-01-01,60,33.0,809.0,C,SF,1,P,167746.53,2014-03-01,0.2140239907275466
13876,5.75,175000.0,2008-12-01,70,23.0,778.0,C,PU,1,S,174537.58,2009-02-01,0.065839082602645
13877,4.875,178000.0,2009-02-01,79,42.0,690.0,R,SF,1,P,174362.53,2010-05-01,0.4962705532393804
13878,4.875,415000.0,2009-01-01,73,47.0,789.0,R,SF,1,I,390494.1,2011-11-01,0.2351168284582195
13879,4.625,417000.0,2009-02-01,70,45.0,750.0,R,SF,1,S,380819.7,2014-03-01,0.3258298487309036
13880,6.375,347000.0,2009-02-01,90,64.0,717.0,P,SF,1,S,339618.56,2011-01-01,0.2963401533811737
13881,5.75,88000.0,2009-02-01,90,45.0,730.0,P,SF,1,S,84127.88,2015-12-01,0.2612393081069195
13882,4.625,315000.0,2009-01-01,80,,712.0,R,SF,1,S,302868.75,2016-09-01,0.2566271538826637
13883,5.0,147000.0,2009-01-01,79,26.0,745.0,R,PU,1,P,142551.38,2011-02-01,0.1978581037888971
13884,6.375,184000.0,2009-01-01,79,40.0,679.0,R,CO,1,S,180847.81,2010-09-01,0.6476118144918119
13885,5.125,199000.0,2008-12-01,93,23.0,784.0,R,SF,1,P,178277.02,2014-07-01,0.0242610424675731
13886,5.0,86000.0,2009-01-01,76,49.0,679.0,R,PU,1,P,80158.98,2013-05-01,0.1052033394283176
13887,4.99,385000.0,2008-12-01,74,37.0,744.0,C,PU,1,P,370747.03,2011-06-01,0.0700025702962051
13888,4.625,273000.0,2009-02-01,70,53.0,810.0,R,SF,1,P,247531.38,2014-07-01,0.5187146454855976
13889,5.625,165000.0,2008-12-01,80,40.0,736.0,C,SF,1,P,163367.12,2009-09-01,0.2740102508766681
13890,5.125,414000.0,2009-02-01,55,35.0,783.0,R,PU,1,P,407304.03,2009-11-01,0.0
13891,4.875,339000.0,2009-01-01,38,47.0,786.0,R,SF,1,P,310164.88,2013-10-01,0.3045543544414616
13892,7.25,56000.0,2008-12-01,66,32.0,644.0,R,SF,1,I,53142.6,2013-06-01,0.5282148198177868
13893,5.0,279000.0,2009-02-01,90,49.0,724.0,C,PU,1,P,256418.4,2013-01-01,0.0608131055700101
13894,5.125,105000.0,2009-02-01,78,45.0,801.0,P,SF,1,S,79801.74,2018-10-01,0.0263081479018691
13895,5.0,160000.0,2009-01-01,71,24.0,773.0,R,SF,1,P,152156.75,2011-11-01,0.5834515629030589
13896,5.125,247000.0,2009-01-01,80,54.0,734.0,C,SF,1,P,240851.8,2010-10-01,0.2936089965367058
13897,4.875,100000.0,2009-02-01,63,18.0,779.0,C,SF,1,P,94473.69,2012-08-01,0.4281619210910136
13898,5.0,52000.0,2009-01-01,80,35.0,687.0,P,SF,1,I,48720.88,2013-04-01,0.5156270812211943
13899,5.375,148000.0,2009-01-01,88,34.0,690.0,R,PU,1,P,141474.89,2012-01-01,0.134470089926238
13900,4.875,329000.0,2009-01-01,80,51.0,745.0,C,PU,1,P,323381.06,2010-04-01,0.233423823241524
13901,5.375,339000.0,2009-01-01,95,43.0,728.0,P,PU,1,P,331937.62,2010-07-01,0.0
13902,4.875,121000.0,2009-02-01,80,30.0,800.0,C,SF,1,P,118349.72,2010-07-01,0.9183337427726777
13903,7.625,91000.0,2008-10-01,80,36.0,709.0,C,SF,1,P,89142.68,2011-04-01,0.3869524416527471
13904,5.625,156000.0,2008-12-01,75,24.0,779.0,C,CO,1,P,150435.69,2011-03-01,0.2514162501421219
13905,5.25,115000.0,2008-12-01,75,41.0,781.0,R,SF,1,P,109840.89,2012-01-01,0.4414631443938488
13906,5.25,140000.0,2009-02-01,80,34.0,807.0,R,PU,1,P,136825.6,2010-10-01,0.3723101954723841
13907,5.125,385000.0,2009-01-01,70,60.0,778.0,R,PU,1,P,369486.94,2011-09-01,0.2255562152188736
13908,6.5,272000.0,2008-12-01,80,55.0,696.0,C,SF,1,P,261387.38,2014-12-01,0.2451813185913244
13909,6.5,261000.0,2009-01-01,90,35.0,726.0,C,SF,1,P,257634.52,2013-03-01,0.3690016461288518
13910,4.875,123000.0,2009-01-01,80,41.0,702.0,R,SF,1,P,119834.13,2013-03-01,0.4542471894053232
13911,5.75,120000.0,2009-01-01,46,53.0,630.0,R,SF,1,P,115822.35,2011-10-01,0.2614659675468783
13912,5.5,72000.0,2009-01-01,80,52.0,682.0,R,MH,1,P,56611.42,2015-07-01,0.1548218806928776
13913,4.625,144000.0,2009-01-01,76,28.0,769.0,R,SF,1,P,140342.38,2010-11-01,0.2636105760109873
13914,5.0,54000.0,2008-12-01,78,23.0,793.0,P,CO,1,P,45008.89,2017-07-01,0.0300103191852027
13915,5.0,417000.0,2008-12-01,88,31.0,668.0,C,SF,1,P,410321.0,2010-02-01,0.0
13916,5.75,130000.0,2008-12-01,70,39.0,667.0,C,SF,1,P,122430.88,2012-11-01,0.3327487735267468
13917,6.125,124000.0,2008-12-01,95,25.0,773.0,P,SF,1,P,117371.85,2012-10-01,0.1050294537028982
13918,5.125,160000.0,2009-01-01,66,37.0,697.0,C,SF,1,P,152691.73,2011-11-01,0.5370803685627423
13919,4.625,119000.0,2009-02-01,95,24.0,785.0,P,SF,1,P,109693.19,2013-08-01,0.2209936446671426
13920,5.0,310000.0,2009-02-01,80,40.0,785.0,R,PU,1,P,300176.3,2011-05-01,0.1777285749094126
13921,7.0,48000.0,2008-11-01,74,21.0,620.0,R,SF,1,I,46479.06,2010-12-01,0.8734924288924977
13922,4.5,338000.0,2009-03-01,75,36.0,741.0,C,CO,1,P,326360.7,2011-04-01,0.4647939573246956
13923,4.875,417000.0,2009-02-01,79,37.0,767.0,C,SF,1,P,406893.47,2010-11-01,0.551770652835574
13924,5.375,76000.0,2008-12-01,66,46.0,730.0,C,SF,1,P,71764.54,2012-10-01,0.5742458223975957
13925,5.375,120000.0,2009-02-01,75,47.0,685.0,C,SF,1,P,98185.32,2015-06-01,0.5023085652571775
13926,5.5,228000.0,2009-03-01,80,42.0,691.0,C,SF,1,P,195261.86,2016-11-01,0.0881373322475051
13927,5.0,175000.0,2009-01-01,79,50.0,778.0,C,SF,1,P,168768.88,2011-06-01,0.4695025977649907
