,ORIG_RATE,ORIG_UPB,ORIG_DATE,OLTV,DTI,CSCORE_B,PURPOSE,PROP,NO_UNITS,OCC_STAT,LAST_UPB,LAST_PAID_INSTALLMENT_DATE,LOSS_GIVEN_DEFAULT
250,8.25,240000.0,2000-03-01,95,27.0,656.0,P,SF,1,P,237026.6,2001-12-01,0.0
251,8.875,51000.0,2000-03-01,97,36.0,584.0,P,SF,1,P,49752.0,2003-04-01,0.0
252,7.875,85000.0,2000-03-01,80,22.0,728.0,C,SF,1,P,79685.4,2001-11-01,0.070143351464367
253,8.25,78000.0,2000-04-01,93,46.0,696.0,P,SF,1,P,60324.71,2014-11-01,0.1558397555542403
254,8.25,92000.0,2000-04-01,90,44.0,657.0,P,SF,1,P,87177.03,2005-04-01,0.0
255,9.375,99000.0,2000-03-01,85,63.0,626.0,P,SF,1,P,91105.1,2008-11-01,0.0
256,8.25,112000.0,2000-03-01,97,30.0,676.0,P,SF,1,P,106606.67,2005-01-01,0.0
257,8.25,87000.0,2000-03-01,97,62.0,702.0,P,SF,1,P,71393.93,2012-02-01,0.0210587498521353
258,9.0,62000.0,2000-05-01,97,33.0,709.0,P,SF,1,P,45783.75,2011-11-01,0.9776387650333088
259,9.0,38000.0,2000-02-01,95,21.0,749.0,P,SF,1,P,34153.76,2009-01-01,0.963410060269906
260,9.5,58000.0,2000-04-01,69,26.0,642.0,C,SF,1,P,57404.48,2000-08-01,0.0
261,8.5,108000.0,2000-03-01,95,29.0,756.0,P,SF,1,P,106688.2,2001-09-01,0.0
262,8.25,67000.0,2000-04-01,35,23.0,660.0,R,SF,1,P,64697.61,2004-03-01,0.0
263,8.5,185000.0,2000-04-01,90,13.0,588.0,P,SF,1,I,176099.69,2005-04-01,0.0636878697376072
264,8.25,163000.0,2000-04-01,95,42.0,602.0,P,PU,1,P,162213.64,2001-04-01,0.0
265,7.875,112000.0,2000-03-01,74,43.0,594.0,C,SF,1,P,95368.49,2003-12-01,0.0
266,8.5,129000.0,2000-06-01,95,50.0,702.0,R,SF,1,P,138205.17,2005-07-01,0.0
267,8.75,124000.0,2000-07-01,97,32.0,,P,SF,1,P,114200.27,2008-08-01,0.3984828705190683
268,8.875,115000.0,2000-06-01,90,36.0,638.0,P,SF,1,P,112503.45,2003-07-01,0.0
269,8.125,41000.0,2000-08-01,95,36.0,739.0,P,SF,1,P,36650.14,2009-08-01,0.0
270,8.75,76000.0,2000-04-01,90,50.0,658.0,R,SF,1,P,71802.58,2006-03-01,0.0
271,8.375,52000.0,2000-07-01,95,42.0,727.0,P,SF,1,P,48545.91,2007-08-01,0.2246127556757444
272,8.25,107000.0,2000-06-01,95,47.0,655.0,P,SF,1,P,98848.83,2007-09-01,0.0
273,8.875,58000.0,2000-08-01,85,52.0,622.0,C,MH,1,P,56367.84,2001-06-01,0.0
274,8.5,60000.0,2000-07-01,82,45.0,791.0,C,SF,1,P,53955.63,2008-10-01,0.0
275,8.625,40000.0,2000-08-01,80,39.0,735.0,P,SF,1,I,38665.71,2002-01-01,0.0
276,8.875,71000.0,2000-06-01,70,58.0,633.0,R,MH,1,P,76851.96,2005-04-01,0.2830379995361415
277,7.875,84000.0,2000-08-01,67,48.0,661.0,C,SF,1,P,85837.06,2006-02-01,0.0
278,8.75,60000.0,2000-06-01,71,25.0,630.0,C,SF,1,P,59439.52,2001-10-01,0.1638798308443384
279,8.25,83000.0,2000-05-01,90,29.0,675.0,P,SF,1,P,81370.69,2003-04-01,0.1872415317132783
280,7.99,186000.0,2000-07-01,75,38.0,625.0,C,SF,1,P,183832.84,2001-12-01,0.214895366276635
281,8.0,135000.0,2000-07-01,90,51.0,729.0,P,SF,1,S,134117.81,2001-04-01,0.0
282,8.0,82000.0,2000-06-01,78,24.0,692.0,C,SF,1,P,76130.89,2002-06-01,0.0
283,8.0,59000.0,2000-07-01,54,48.0,712.0,C,SF,1,P,14199.14,2006-07-01,0.0
284,8.75,78000.0,2000-08-01,80,46.0,673.0,P,MH,1,P,74000.28,2005-04-01,0.7371302243783702
285,8.25,36000.0,2000-06-01,80,27.0,724.0,P,SF,1,P,31769.16,2003-07-01,0.0
286,8.75,73000.0,2000-07-01,84,37.0,636.0,R,MH,1,P,72054.18,2001-08-01,0.5554980892741843
287,8.75,94000.0,2000-07-01,76,45.0,667.0,R,SF,1,P,69108.9,2013-10-01,0.26883763656973
288,8.375,91000.0,2000-07-01,75,59.0,677.0,P,SF,1,P,89594.03,2002-07-01,0.276195221592433
289,8.375,125000.0,2000-05-01,80,14.0,611.0,P,SF,1,P,127312.35,2003-02-01,0.0083348995490052
290,8.125,77000.0,2000-08-01,48,54.0,580.0,P,PU,1,P,74881.4,2003-06-01,0.0
291,8.25,89000.0,2000-09-01,97,26.0,692.0,P,SF,1,P,80708.73,2009-01-01,0.6047122002519283
292,8.25,53000.0,2000-04-01,90,53.0,772.0,R,SF,1,P,47443.85,2009-05-01,0.5141599628952843
293,8.375,120000.0,2000-07-01,94,53.0,678.0,P,SF,1,P,118490.16,2002-03-01,0.0
294,8.375,230000.0,2000-05-01,85,33.0,714.0,P,SF,1,P,225862.81,2002-05-01,0.0
295,8.5,77000.0,2000-04-01,79,38.0,614.0,R,SF,1,P,71602.57,2006-02-01,0.2434201898167499
296,8.5,102000.0,2000-06-01,80,38.0,652.0,C,SF,1,P,95909.95,2002-02-01,0.0537873193068303
297,9.125,66000.0,2000-07-01,95,31.0,663.0,P,MH,1,P,66388.95,2010-01-01,0.3874156369229585
298,9.5,75000.0,2000-05-01,85,45.0,646.0,R,MH,1,P,76684.63,2003-08-01,0.5504575719288812
299,9.5,50000.0,2000-06-01,63,56.0,665.0,C,MH,1,P,49609.87,2001-10-01,0.8265951269916435
300,9.125,108000.0,2000-08-01,90,49.0,611.0,R,SF,1,P,105630.47,2003-09-01,0.1992689061956851
301,8.375,97000.0,2000-06-01,88,25.0,635.0,R,SF,1,P,95819.53,2002-04-01,0.1204716008691468
302,8.25,43000.0,2000-06-01,75,53.0,727.0,P,MH,1,P,42104.87,2002-05-01,0.6073025530931091
303,8.0,158000.0,2000-08-01,80,32.0,626.0,P,SF,1,P,156134.25,2002-05-01,0.0
304,8.375,119000.0,2000-06-01,89,47.0,601.0,P,SF,1,P,116930.43,2002-05-01,0.0
305,7.875,60000.0,2000-05-01,75,44.0,629.0,C,SF,1,P,55431.82,2002-06-01,0.0
306,8.375,74000.0,2000-05-01,80,33.0,596.0,P,SF,1,P,83466.9,2005-03-01,0.0019814563698203
307,9.25,116000.0,2000-05-01,97,39.0,676.0,P,MH,1,P,102565.42,2011-05-01,0.4963174799864781
308,9.625,111000.0,2000-08-01,95,31.0,715.0,P,SF,1,P,103294.32,2011-08-01,0.3009460743262218
309,8.25,102000.0,2000-07-01,88,38.0,714.0,R,SF,1,P,98616.14,2003-11-01,0.0
310,8.5,68000.0,2000-08-01,90,28.0,638.0,R,SF,1,P,66464.9,2004-01-01,0.0
311,9.0,56000.0,2000-08-01,97,46.0,679.0,P,CO,1,P,55563.92,2002-06-01,0.4509499531109674
312,8.125,171000.0,2000-05-01,95,31.0,682.0,P,SF,1,P,169335.4,2001-12-01,0.0
313,8.375,126000.0,2000-05-01,90,31.0,656.0,C,SF,1,P,121769.29,2004-04-01,0.0
314,8.5,73000.0,2000-05-01,80,35.0,642.0,C,SF,1,P,62350.42,2011-11-01,0.5355941952243876
315,8.75,50000.0,2000-08-01,68,33.0,617.0,C,SF,1,P,49026.82,2007-11-01,0.0
316,8.125,90000.0,2000-06-01,97,40.0,643.0,P,SF,1,P,86349.89,2005-01-01,0.0
317,8.5,76000.0,2000-05-01,95,41.0,,P,SF,1,P,77562.95,2002-02-01,0.0
318,8.625,42000.0,2000-08-01,80,39.0,735.0,P,SF,1,I,42032.71,2001-10-01,0.0
319,8.375,48000.0,2000-06-01,80,45.0,629.0,P,SF,1,I,44548.12,2002-05-01,0.4316700468096779
320,8.25,80000.0,2000-07-01,90,60.0,661.0,P,SF,1,P,76398.63,2005-07-01,0.0
321,8.875,83000.0,2000-06-01,90,59.0,603.0,R,SF,1,P,81775.6,2002-06-01,0.4376701759266043
322,8.5,161000.0,2000-07-01,95,42.0,644.0,P,SF,1,P,157911.56,2002-08-01,0.0
323,8.375,59000.0,2000-07-01,79,35.0,649.0,R,MH,1,P,56790.75,2005-02-01,0.4939129525797555
324,8.75,192000.0,1999-09-01,80,17.0,625.0,P,SF,1,P,189244.61,2001-09-01,0.0592333384661303
325,8.5,124000.0,2000-05-01,95,43.0,641.0,P,MH,1,P,121364.48,2002-07-01,0.2264075533851105
326,8.875,96000.0,2000-06-01,80,57.0,652.0,C,SF,1,P,90987.0,2006-06-01,0.0436081203564795
327,8.75,92000.0,2000-06-01,95,49.0,678.0,R,SF,1,P,91935.58,2000-10-01,0.0
328,8.875,74000.0,2000-07-01,95,39.0,659.0,P,SF,1,P,71104.16,2004-10-01,0.3939983179751418
329,8.5,134000.0,2000-08-01,97,43.0,655.0,P,SF,1,P,132400.42,2002-02-01,0.0
330,8.0,77000.0,2000-07-01,69,59.0,709.0,P,SF,1,P,74708.01,2003-05-01,0.0
331,8.0,164000.0,2000-08-01,82,18.0,639.0,R,SF,1,P,158630.03,2004-03-01,0.2006001960191964
332,8.5,45000.0,2000-03-01,66,45.0,609.0,P,PU,1,P,36012.08,2013-02-01,0.4736648413242142
333,9.0,95000.0,2000-06-01,90,34.0,627.0,R,MH,1,P,92574.51,2003-03-01,0.3227515408654082
334,7.875,165000.0,2000-09-01,80,28.0,736.0,C,SF,1,P,157826.94,2004-03-01,0.155244857574416
335,7.875,125000.0,2000-08-01,80,59.0,697.0,C,SF,1,P,81254.16,2008-01-01,0.0
336,8.75,157000.0,2000-06-01,95,32.0,635.0,P,SF,1,P,155772.86,2001-05-01,0.0141549194776088
337,9.125,79000.0,2000-06-01,83,37.0,627.0,R,MH,1,P,76595.35,2003-09-01,0.7623854874643073
338,8.0,96000.0,2000-07-01,90,40.0,676.0,R,SF,1,P,94975.6,2002-01-01,0.0
339,7.875,68000.0,2000-06-01,80,42.0,593.0,P,SF,1,P,68190.04,2005-05-01,0.3256276581918638
340,7.875,131000.0,2000-08-01,95,25.0,689.0,P,SF,1,P,123354.41,2005-01-01,0.0
341,9.375,71000.0,2000-07-01,83,39.0,669.0,R,MH,1,P,68285.64,2005-11-01,0.0300065928540979
342,8.75,47000.0,2000-06-01,79,52.0,700.0,R,SF,1,I,45964.47,2003-10-01,0.8583513993995362
343,10.75,50000.0,2000-06-01,69,48.0,600.0,C,SF,1,P,49864.65,2001-02-01,0.3816984927296679
344,8.625,39000.0,2000-07-01,55,15.0,639.0,C,SF,1,P,37974.07,2002-05-01,0.0
345,8.625,87000.0,2000-06-01,97,17.0,723.0,P,SF,1,P,80616.36,2007-12-01,0.4829256824180964
346,9.5,120000.0,2000-06-01,90,24.0,681.0,P,SF,1,I,117367.06,2003-05-01,0.0
347,8.25,185000.0,2000-07-01,95,38.0,724.0,P,SF,1,P,178523.89,2003-09-01,0.0
348,8.875,54000.0,2000-06-01,80,62.0,748.0,P,SF,1,I,53521.61,2001-10-01,0.0
349,8.375,71000.0,2000-07-01,79,40.0,648.0,C,SF,1,P,30597.19,2018-12-01,0.398192979796832
350,8.625,242000.0,2000-05-01,95,42.0,640.0,P,SF,1,P,241376.27,2000-12-01,0.0
351,8.875,62000.0,2000-06-01,95,34.0,,P,SF,1,P,60138.63,2003-08-01,0.0
352,8.625,77000.0,2000-05-01,90,34.0,607.0,R,SF,1,P,74049.02,2005-05-01,0.0
353,9.0,34000.0,2000-05-01,97,21.0,585.0,P,SF,1,P,32586.99,2005-02-01,0.0
354,8.125,117000.0,2000-07-01,95,49.0,702.0,P,SF,1,P,104851.87,2009-05-01,0.0757023200398892
355,8.875,47000.0,2000-06-01,85,48.0,674.0,C,SF,1,P,31568.83,2015-05-01,0.8637571248125607
356,8.125,93000.0,2000-08-01,85,33.0,,P,SF,1,P,92650.0,2000-09-01,0.0
357,8.625,152000.0,2000-06-01,84,51.0,666.0,R,SF,1,P,149658.2,2002-07-01,0.0
358,8.25,123000.0,2000-06-01,97,42.0,750.0,P,SF,1,P,118595.54,2003-05-01,0.0
359,8.375,130000.0,2000-06-01,95,63.0,678.0,P,SF,1,P,123881.27,2005-01-01,0.0
360,8.875,75000.0,2000-08-01,84,44.0,701.0,R,SF,1,I,63550.28,2015-04-01,0.2664392570671156
361,8.625,86000.0,2000-08-01,75,26.0,564.0,R,SF,1,P,85800.0,2000-09-01,0.1896564104840472
362,8.375,26000.0,2000-08-01,95,52.0,750.0,P,SF,1,P,21121.25,2014-06-01,0.6556315072572054
363,7.875,175000.0,2000-08-01,97,40.0,693.0,P,SF,1,P,149124.52,2011-06-01,0.0
364,8.625,132000.0,2000-06-01,95,40.0,626.0,P,SF,1,P,135016.45,2004-09-01,0.0
365,8.5,98000.0,2000-07-01,80,40.0,624.0,C,SF,1,P,88361.11,2008-02-01,0.0
366,8.875,72000.0,2000-08-01,90,27.0,637.0,P,MH,1,P,66298.8,2007-09-01,0.7300744579915941
367,8.0,90000.0,2000-08-01,70,30.0,642.0,P,SF,1,P,68805.17,2013-05-01,0.0
368,8.875,40000.0,2000-06-01,62,42.0,635.0,C,MH,1,P,38779.55,2001-06-01,0.4346347224243809
369,9.25,59000.0,2000-06-01,75,45.0,636.0,C,MH,1,P,57344.57,2001-08-01,0.3014482228682922
370,9.75,122000.0,2000-08-01,80,54.0,617.0,P,SF,1,P,119558.15,2003-04-01,0.0994233049821968
371,8.25,133000.0,2000-07-01,90,42.0,688.0,P,PU,1,P,121521.54,2008-08-01,0.0
372,8.25,108000.0,2000-07-01,95,35.0,693.0,P,MH,1,P,103531.96,2004-09-01,0.2277922700462893
373,8.125,81000.0,2000-06-01,78,29.0,709.0,P,MH,1,P,70630.98,2010-12-01,0.5908780805260948
374,8.5,89000.0,2000-07-01,89,31.0,678.0,R,SF,1,P,86952.35,2003-05-01,0.0
375,8.75,78000.0,2000-03-01,95,32.0,703.0,P,MH,1,P,76697.71,2002-07-01,0.2544283602417649
376,8.25,125000.0,2000-06-01,95,23.0,665.0,P,SF,1,P,122830.7,2002-04-01,0.0
377,9.125,247000.0,2000-07-01,90,28.0,657.0,R,SF,1,P,241217.75,2003-07-01,0.0
378,8.875,70000.0,2000-06-01,90,29.0,663.0,C,SF,1,S,52345.45,2016-03-01,0.6020777030745643
379,9.75,69000.0,2000-06-01,79,37.0,505.0,R,MH,1,P,64810.61,2003-07-01,0.5351327224709304
380,8.25,100000.0,2000-06-01,95,18.0,614.0,P,SF,1,P,99492.92,2000-11-01,0.0
381,9.5,93000.0,2000-07-01,95,47.0,634.0,P,SF,1,P,95561.79,2005-04-01,0.0144234895182754
382,8.875,72000.0,2000-05-01,95,32.0,,P,SF,1,P,71526.95,2001-02-01,0.0
383,8.875,55000.0,2000-05-01,97,47.0,,P,SF,1,P,54096.2,2003-03-01,0.3268275509279728
384,8.375,160000.0,2000-08-01,94,43.0,640.0,P,SF,1,P,156687.03,2007-03-01,0.1849333460560812
385,8.125,36000.0,2000-07-01,80,27.0,719.0,P,SF,1,P,27934.0,2005-09-01,0.0
386,9.0,135000.0,2000-06-01,95,40.0,666.0,P,PU,1,P,125005.37,2007-10-01,0.0
387,8.625,102000.0,2000-08-01,95,18.0,639.0,P,SF,1,P,98209.2,2004-07-01,0.0
388,8.25,170000.0,2000-06-01,80,30.0,688.0,P,SF,1,P,167238.92,2002-04-01,0.0
389,8.875,76000.0,2000-08-01,95,32.0,664.0,P,SF,1,P,77836.11,2004-05-01,0.0
390,8.0,83000.0,2000-07-01,95,30.0,699.0,P,SF,1,P,56694.39,2016-05-01,0.0
391,8.25,118000.0,2000-07-01,80,39.0,687.0,P,SF,1,P,87401.13,2016-09-01,0.9750188517695664
392,7.75,63000.0,2000-08-01,47,61.0,658.0,C,SF,1,P,47742.89,2006-03-01,0.0
393,8.75,70000.0,2000-08-01,73,22.0,497.0,C,SF,1,P,70567.71,2003-02-01,0.9059559978243414
394,8.25,131000.0,2000-07-01,90,37.0,686.0,P,SF,1,P,122089.49,2006-10-01,0.0
395,8.5,175000.0,2000-06-01,80,61.0,521.0,R,SF,1,P,135241.33,2017-10-01,0.0
396,9.75,54000.0,2000-06-01,95,22.0,560.0,P,SF,1,P,54272.46,2000-10-01,0.0
397,7.75,80000.0,2000-08-01,95,47.0,751.0,P,MH,1,P,79040.82,2001-05-01,0.3401106578137781
398,8.375,91000.0,2000-05-01,85,54.0,746.0,C,SF,1,P,83966.51,2007-08-01,0.0
399,8.875,115000.0,2000-07-01,79,35.0,621.0,C,SF,1,P,112843.14,2003-02-01,0.5576260727955329
400,8.375,233000.0,2000-06-01,68,49.0,604.0,C,SF,1,P,231739.38,2001-04-01,0.0398493933783372
401,9.5,160000.0,2000-06-01,85,31.0,616.0,P,SF,1,P,155320.92,2004-10-01,0.0
402,9.125,65000.0,2000-07-01,97,37.0,763.0,P,SF,1,P,62914.96,2004-09-01,0.186980185617615
403,8.25,44000.0,2000-07-01,85,47.0,608.0,P,SF,1,P,33615.02,2015-01-01,0.0494551169346849
404,8.25,91000.0,2000-07-01,78,,722.0,P,SF,1,P,90463.09,2001-05-01,1.0
405,8.25,85000.0,2000-12-01,97,47.0,662.0,P,MH,1,P,83429.19,2002-10-01,0.327233143248853
406,7.875,68000.0,2000-09-01,85,17.0,637.0,R,SF,1,P,65273.63,2004-10-01,0.2189399639639497
407,7.875,85000.0,2000-09-01,90,38.0,616.0,R,SF,1,P,79756.78,2006-09-01,0.0558168598369574
408,8.625,48000.0,2000-08-01,70,26.0,500.0,C,SF,1,P,44185.4,2002-09-01,0.483607821440323
409,8.625,63000.0,2000-09-01,70,47.0,587.0,C,MH,1,P,60661.11,2001-11-01,0.0
410,9.375,75000.0,2000-10-01,80,40.0,674.0,R,SF,1,I,77042.49,2009-02-01,0.6219378873779644
411,8.375,58000.0,2000-09-01,97,26.0,682.0,P,SF,1,P,55560.76,2013-07-01,0.9620480019543284
412,8.0,110000.0,2000-10-01,95,26.0,625.0,P,MH,1,P,108107.15,2002-12-01,0.0
413,8.5,130000.0,2000-10-01,97,55.0,720.0,P,MH,1,P,123010.02,2006-11-01,0.1054385767364952
414,8.375,96000.0,2000-07-01,90,38.0,683.0,R,MH,1,P,94423.24,2002-08-01,0.0738760441940895
415,7.75,84000.0,2000-08-01,95,37.0,635.0,P,SF,1,P,84082.4,2006-08-01,0.0
416,8.125,135000.0,2000-10-01,90,29.0,734.0,C,SF,1,P,131730.11,2003-03-01,0.0
417,8.875,57000.0,2000-06-01,97,40.0,654.0,P,SF,1,P,52902.53,2008-04-01,0.2086826610966748
418,8.0,75000.0,2000-09-01,88,25.0,665.0,R,MH,1,P,71660.98,2011-11-01,0.6056382835764759
419,8.75,50000.0,2000-10-01,80,50.0,719.0,C,SF,1,P,48778.22,2002-10-01,0.0
420,8.25,87000.0,2000-09-01,90,38.0,667.0,P,MH,1,P,79528.58,2007-12-01,0.5889096082271787
421,7.875,50000.0,2000-09-01,75,22.0,673.0,C,SF,1,P,43508.36,2004-01-01,0.4301977003491307
422,8.875,160000.0,2000-11-01,80,37.0,550.0,P,SF,1,P,158682.06,2002-02-01,0.0
423,9.0,122000.0,2000-10-01,74,22.0,526.0,R,SF,1,P,156690.81,2008-02-01,0.4581639726337391
424,8.75,48000.0,2000-09-01,68,38.0,501.0,C,MH,1,P,43088.25,2010-05-01,0.9424447193768024
425,8.625,72000.0,2000-09-01,83,41.0,744.0,R,SF,1,P,75581.82,2005-12-01,0.6383162751238062
426,9.0,78000.0,2000-09-01,95,44.0,651.0,C,MH,1,P,77253.56,2001-09-01,0.0
427,7.75,212000.0,2000-09-01,95,31.0,750.0,P,SF,1,P,205700.19,2002-10-01,0.0
428,9.375,82000.0,2000-10-01,90,55.0,599.0,P,MH,1,P,80449.83,2008-05-01,0.4707182331126795
429,8.625,58000.0,2000-08-01,97,32.0,691.0,P,MH,1,P,52087.48,2008-10-01,0.4874906608842521
430,8.5,70000.0,2000-10-01,80,36.0,694.0,R,SF,1,P,68337.56,2001-09-01,0.1935334157482022
431,8.375,56000.0,2000-07-01,80,17.0,623.0,P,SF,1,P,54249.17,2004-03-01,0.2683347289719572
432,8.5,47000.0,2000-09-01,85,37.0,678.0,C,SF,1,P,45627.64,2004-08-01,0.0
433,8.625,70000.0,2000-11-01,69,33.0,609.0,C,SF,1,P,68322.91,2003-06-01,0.0
434,7.5,228000.0,2000-08-01,80,49.0,611.0,P,SF,1,P,225086.45,2001-11-01,0.1301261200991313
435,8.25,163000.0,2000-10-01,75,29.0,632.0,C,SF,1,P,161361.27,2002-05-01,0.2890525909560531
436,8.25,93000.0,2000-10-01,95,44.0,620.0,P,SF,1,P,87070.28,2006-09-01,0.0
437,8.75,77000.0,2000-09-01,75,38.0,716.0,R,MH,1,P,73681.3,2002-01-01,0.6430531771864594
438,8.625,63000.0,2000-03-01,78,47.0,676.0,P,SF,1,P,61092.3,2005-03-01,0.0
439,8.25,90000.0,2000-09-01,82,28.0,659.0,R,SF,1,P,73507.18,2015-05-01,0.4507912068060104
440,8.25,64000.0,2000-09-01,84,31.0,755.0,C,SF,1,P,62634.89,2002-06-01,0.0
441,7.875,78000.0,2000-09-01,73,33.0,742.0,R,SF,1,P,74633.27,2003-03-01,0.0685323201120709
442,8.5,65000.0,2000-08-01,78,16.0,649.0,R,MH,1,P,47431.29,2010-02-01,0.5495801296859519
443,8.25,99000.0,2000-08-01,74,50.0,658.0,R,MH,1,P,96951.39,2003-01-01,0.0
444,8.25,76000.0,2000-11-01,84,52.0,656.0,R,MH,1,P,73051.87,2005-03-01,0.164078605002289
445,8.125,28000.0,2000-10-01,90,45.0,707.0,P,SF,1,I,24413.66,2011-02-01,0.79081399151458
446,8.0,69000.0,2000-11-01,73,46.0,536.0,C,SF,1,P,69780.07,2003-04-01,0.0
447,7.75,162000.0,2000-09-01,90,35.0,667.0,P,SF,1,P,160849.3,2001-07-01,0.0
448,8.875,55000.0,2000-10-01,74,44.0,537.0,C,MH,1,P,50876.25,2002-11-01,0.6893820472009287
449,8.75,74000.0,2000-10-01,90,37.0,687.0,R,MH,1,P,74420.28,2008-04-01,0.6549085190360994
450,8.375,223000.0,2000-10-01,95,37.0,685.0,R,CO,1,P,215374.5,2004-08-01,0.1277339063758709
451,8.75,131000.0,2000-09-01,94,48.0,652.0,R,SF,1,P,131000.0,2000-10-01,0.0
452,9.75,43000.0,2000-11-01,95,29.0,688.0,P,SF,1,P,41635.68,2004-07-01,0.2984654452708297
453,7.75,174000.0,2000-08-01,80,36.0,700.0,P,SF,1,P,164241.27,2005-06-01,0.0
454,7.625,92000.0,2000-10-01,95,37.0,603.0,P,PU,1,P,89121.33,2003-08-01,0.0
455,9.5,109000.0,2000-08-01,90,24.0,754.0,P,MH,1,P,103981.04,2006-02-01,0.3659650117250193
456,8.5,44000.0,2000-10-01,80,35.0,669.0,P,CO,1,P,46523.68,2006-08-01,0.3653825592455634
457,8.5,78000.0,2000-10-01,80,34.0,639.0,P,SF,1,P,77779.49,2001-09-01,0.096649915919822
458,7.875,85000.0,2000-11-01,75,43.0,635.0,C,SF,1,I,82966.73,2001-08-01,0.120517334581967
459,9.375,140000.0,2000-09-01,72,37.0,607.0,C,SF,1,P,138393.34,2002-07-01,0.0
460,9.0,88000.0,2000-10-01,69,19.0,527.0,C,SF,1,P,91709.83,2010-12-01,0.334020788776898
461,7.75,154000.0,2000-10-01,95,41.0,571.0,P,SF,1,P,146142.12,2005-12-01,0.0
462,7.875,156000.0,2000-10-01,95,46.0,710.0,P,SF,1,P,153471.77,2002-08-01,0.0
463,7.625,167000.0,2000-09-01,90,37.0,662.0,C,SF,1,P,158696.45,2002-01-01,0.0577869159582666
464,7.75,142000.0,2000-10-01,95,43.0,673.0,P,SF,1,P,165100.38,2006-07-01,0.0770468443723249
465,8.25,54000.0,2000-08-01,80,30.0,761.0,C,SF,1,P,53426.74,2001-02-01,0.3100461516555418
466,7.875,45000.0,2000-10-01,75,40.0,663.0,C,SF,1,P,44614.54,2001-12-01,0.2509325683503772
467,7.875,75000.0,2000-09-01,95,42.0,769.0,P,SF,1,P,61647.94,2012-01-01,0.4526316515499565
468,7.875,65000.0,2000-09-01,80,39.0,741.0,P,SF,1,P,64245.06,2001-10-01,0.439342545515113
469,8.625,100000.0,2000-07-01,87,40.0,685.0,R,MH,1,P,67263.38,2018-06-01,0.0
470,8.75,61000.0,2000-10-01,87,41.0,642.0,C,SF,1,P,54991.78,2003-07-01,0.5081839555427885
471,8.75,253000.0,2000-11-01,80,33.0,716.0,R,SF,1,P,248250.81,2003-03-01,0.0796374533517387
472,7.875,30000.0,2000-09-01,80,17.0,741.0,R,SF,1,I,29336.5,2001-10-01,0.0
473,8.125,73000.0,2000-09-01,87,28.0,659.0,R,SF,1,P,67408.62,2006-06-01,0.0
474,8.125,77000.0,2000-09-01,95,35.0,523.0,P,SF,1,P,77000.0,2000-11-01,0.0
475,8.75,50000.0,2000-09-01,95,37.0,748.0,P,MH,1,P,39260.85,2016-01-01,0.6957202840416931
476,7.375,108000.0,2000-09-01,81,32.0,757.0,R,SF,1,P,94319.73,2009-08-01,0.769666718780522
477,8.125,59000.0,2000-10-01,80,39.0,651.0,C,SF,1,P,52956.88,2004-05-01,1.0
478,8.0,166000.0,2000-10-01,95,29.0,628.0,P,SF,1,P,138192.44,2012-12-01,0.0
479,8.5,38000.0,2000-11-01,63,45.0,532.0,C,MH,1,P,30553.5,2005-10-01,0.9353442112810316
480,7.625,114000.0,2000-11-01,95,51.0,655.0,P,SF,1,P,108784.53,2005-01-01,0.0
481,8.5,68000.0,2000-09-01,80,38.0,730.0,C,SF,1,P,57560.81,2004-09-01,0.5030078736479341
482,7.875,149000.0,2000-09-01,90,49.0,648.0,R,SF,1,P,141874.77,2005-04-01,0.0
483,8.625,130000.0,2000-09-01,95,31.0,652.0,P,SF,1,P,136106.97,2004-08-01,0.0
484,8.875,116000.0,2000-09-01,83,23.0,674.0,C,SF,1,P,114830.51,2001-08-01,0.2808622151287172
485,9.25,64000.0,1999-09-01,93,33.0,567.0,P,SF,1,P,59003.87,2007-10-01,0.0
486,8.0,136000.0,2000-11-01,90,44.0,634.0,R,SF,1,P,132516.38,2002-09-01,0.0
487,7.875,137000.0,2000-08-01,95,20.0,692.0,P,SF,1,P,139901.45,2003-03-01,0.0
488,7.75,115000.0,2000-09-01,90,36.0,637.0,P,SF,1,P,112069.81,2011-10-01,0.1817153417763592
489,7.625,79000.0,2000-11-01,95,36.0,692.0,P,MH,1,P,63936.44,2013-05-01,0.2863344258273398
490,8.125,84000.0,2000-09-01,90,49.0,734.0,C,SF,1,P,83227.27,2002-01-01,0.0
491,8.25,155000.0,2000-10-01,95,40.0,638.0,P,SF,1,P,146886.94,2005-12-01,0.0
492,8.625,71000.0,2000-08-01,80,44.0,622.0,P,MH,1,P,67937.35,2004-09-01,0.6538622646580452
493,7.75,90000.0,2000-10-01,90,49.0,716.0,R,SF,1,P,79221.81,2009-10-01,0.2524101017988259
494,7.875,66000.0,2000-11-01,63,,682.0,C,CO,1,P,49442.5,2006-07-01,0.0
495,8.375,58000.0,2000-09-01,95,38.0,638.0,P,SF,1,P,44591.03,2015-09-01,0.8272407626200756
496,8.25,116000.0,2000-10-01,97,52.0,729.0,P,PU,1,P,113189.04,2004-01-01,0.0
497,7.75,73000.0,2000-09-01,75,61.0,701.0,C,SF,1,P,71795.21,2002-07-01,0.0
498,8.75,57000.0,2000-10-01,89,35.0,671.0,C,MH,1,P,35129.78,2012-08-01,0.0
499,8.5,105000.0,2000-10-01,80,44.0,642.0,C,SF,1,P,100452.82,2005-07-01,0.2704277287044189
